Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Developer
Imabikisou,PS3,2007.0,Adventure,Sega,0.0,0.0,0.04,0.0,0.04,,,
Super Robot Gakuen,DS,2009.0,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,
The Legend of Heroes: Trails in the Sky First Chapter,PS3,2012.0,Role-Playing,Falcom Corporation,0.0,0.0,0.04,0.0,0.04,,,
System 3 presents Ferrari Challenge Trofeo Pirelli,DS,2008.0,Racing,System 3 Arcade Software,0.03,0.0,0.0,0.0,0.04,,,
Resident Evil: Revelations,PC,2013.0,Action,Capcom,0.0,0.04,0.0,0.0,0.04,77.0,7,Capcom
Date A Live: Rine Utopia,PS3,2013.0,Adventure,Compile Heart,0.0,0.0,0.04,0.0,0.04,,,
Super Black Bass Fishing,DS,2005.0,Sports,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,35.0,tbd,Starfish
Zac to Ombra: Maboroshi no Yuuenchi,DS,2010.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,,,
Shadow of the Colossus,PS3,2011.0,Action,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,,8.4,Bluepoint Games
BlazBlue: Chrono Phantasma Extend,PS3,2015.0,Action,PQube,0.0,0.0,0.04,0.0,0.04,,8.3,Arc System Works
99 no Namida,DS,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,
Ookami to Koushinryou: Boku to Horo no Ichinen,DS,2008.0,Adventure,ASCII Media Works,0.0,0.0,0.04,0.0,0.04,,,
The Chase: Felix Meets Felicity,DS,2009.0,Action,Atari,0.04,0.0,0.0,0.0,0.04,59.0,tbd,Razorback Developments
Dead Rising,PS4,2016.0,Action,Capcom,0.02,0.0,0.01,0.01,0.04,78.0,6.6,Capcom
Grand Theft Auto: Vice City,PC,2003.0,Action,Take-Two Interactive,0.0,0.03,0.0,0.01,0.04,94.0,8.8,Rockstar North
Surf's Up,PS3,2007.0,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04,59.0,5.1,Ubisoft Montreal
CSI: Fatal Conspiracy,PC,2010.0,Adventure,Ubisoft,0.0,0.03,0.0,0.01,0.04,47.0,5.5,Telltale Games
All Points Bulletin,PC,2010.0,Role-Playing,Electronic Arts,0.0,0.03,0.0,0.01,0.04,,,
Game of Thrones (Telltale),PS3,2015.0,Adventure,Telltale Games,0.02,0.02,0.0,0.01,0.04,,,
Resident Evil: Operation Raccoon City,PC,2012.0,Action,Capcom,0.0,0.03,0.0,0.01,0.04,48.0,3.8,Slant Six
Hyperdimension Neptunia Victory II,PS4,2015.0,Role-Playing,Idea Factory International,0.0,0.0,0.04,0.0,0.04,,,
Berserk and the Band of the Hawk,PS4,2016.0,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,Omega Force
Metal Gear Solid V: The Definitive Experience,PS4,2016.0,Action,Konami Digital Entertainment,0.01,0.02,0.01,0.0,0.04,,7.8,Kojima Productions
Off-Road Drive,PC,2011.0,Racing,1C Company,0.0,0.03,0.0,0.0,0.04,60.0,6.4,Avalon Style
Don Bradman Cricket 14,XOne,2015.0,Sports,Tru Blu Entertainment,0.0,0.04,0.0,0.0,0.04,,,
TMNT,DS,2007.0,Action,Ubisoft,0.03,0.01,0.0,0.0,0.04,42.0,2.2,Ubisoft Quebec
LEGO Jurassic World,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,72.0,7.1,TT Games
Tokumei Sentai Go-Busters,DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,
FIFA World Cup Germany 2006,DS,2006.0,Sports,Electronic Arts,0.03,0.0,0.0,0.0,0.04,71.0,7.2,EA Canada
Shin Hayarigami,PS3,2014.0,Adventure,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,,,
Warriors Orochi 3,XOne,2014.0,Action,Tecmo Koei,0.01,0.03,0.0,0.0,0.04,,,
NASCAR Heat Evolution,XOne,2016.0,Racing,Dusenberry Martin Racing,0.03,0.0,0.0,0.0,0.04,,1.6,Dusenberry Martin Racing
Castlevania: Lords of Shadow 2,PC,2014.0,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04,58.0,7.7,Mercury Steam
Exist Archive: The Other Side of the Sky,PS4,2015.0,Role-Playing,Aksys Games,0.01,0.0,0.03,0.0,0.04,69.0,7.9,Tri-Ace
Aquanaut's Holiday: Kakusareta Kiroku,PS3,2008.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,,,
Ragnarok Odyssey,PS3,2014.0,Role-Playing,GungHo,0.03,0.0,0.0,0.01,0.04,,,
Magical Starsign (JP sales),DS,2006.0,Role-Playing,Nintendo,0.0,0.0,0.04,0.0,0.04,,,
Assassin's Creed Chronicles: China,PS4,2015.0,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,69.0,6.4,"Climax Group, Climax Studios"
Ferrari Challenge Trofeo Pirelli,PS3,2008.0,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.04,71.0,6.2,Eutechnyx
APB Reloaded,PC,2011.0,Role-Playing,Iceberg Interactive,0.02,0.01,0.0,0.0,0.04,56.0,5.7,"Reloaded Productions, Reloaded Games Inc."
Harry Potter and the Order of the Phoenix,PC,2007.0,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.04,63.0,7.1,EA Games
Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,DS,2007.0,Adventure,D3Publisher,0.0,0.0,0.04,0.0,0.04,,,
Summer Challenge: Athletics Tournament,PS3,2011.0,Sports,PQube,0.0,0.03,0.0,0.01,0.04,,tbd,PQube
Scarface: The World is Yours,PC,2006.0,Action,Vivendi Games,0.01,0.02,0.0,0.0,0.04,73.0,7.5,Radical Entertainment
Legasista,PS3,2012.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,68.0,6.3,System Prisma
Harry Potter and the Prisoner of Azkaban,PC,2004.0,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.04,67.0,7.2,KnowWonder
Richard Burns Rally,PC,2004.0,Racing,SCi,0.0,0.03,0.0,0.01,0.04,,,
Saints Row 2,PC,2009.0,Action,THQ,0.0,0.03,0.0,0.01,0.04,72.0,6.8,"Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre"
Enchanted Arms (JP sales),PS3,2007.0,Role-Playing,Ubisoft,0.0,0.0,0.04,0.0,0.04,,,
Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008.0,Adventure,Ignition Entertainment,0.03,0.0,0.0,0.0,0.04,67.0,8.2,InLight Entertainment
Real Soccer 2008,DS,2007.0,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04,,tbd,Gameloft
Power Play Pool,DS,2006.0,Sports,System 3 Arcade Software,0.03,0.0,0.0,0.0,0.04,,tbd,System 3
Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,2017.0,Role-Playing,Sega,0.0,0.0,0.04,0.0,0.04,,,
Warhammer: The End Times - Vermintide,PS4,2016.0,Action,Games Workshop,0.01,0.02,0.0,0.01,0.04,,,
Secret Files 2: Puritas Cordis,PC,2009.0,Adventure,Deep Silver,0.0,0.03,0.0,0.0,0.04,64.0,7.1,"Fusionsphere Systems, Animation Arts"
Kuroshitsuji: Phantom & Ghost,DS,2009.0,Action,Square Enix,0.0,0.0,0.04,0.0,0.04,,,
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS,2010.0,Role-Playing,ChunSoft,0.0,0.0,0.04,0.0,0.04,,,
Tao Adventure: Curse Demon,DS,2005.0,Role-Playing,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.04,,,
"My World, My Way (US sales)",DS,2008.0,Role-Playing,Global A Entertainment,0.04,0.0,0.0,0.0,0.04,,,
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,DS,2007.0,Racing,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.04,,,
Hakuouki: Zuisouroku DS,DS,2011.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,,,
Luminous Arc 3,DS,2009.0,Role-Playing,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04,,,
Adventure Time: Explore the Dungeon Because I Don't Know!,WiiU,2013.0,Action,D3Publisher,0.02,0.01,0.0,0.0,0.04,,,
XBLAZE Code: Embryo,PS3,2013.0,Adventure,Arc System Works,0.02,0.0,0.01,0.01,0.04,,7.1,Arc System Works
Onechanbara Z Kagura,PS3,2013.0,Action,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,
Pro Cycling Manager 2016,PC,2016.0,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03,64.0,4.8,Cyanide
Pirates: Duels on the High Seas,DS,2008.0,Action,Oxygen Interactive,0.03,0.0,0.0,0.0,0.03,50.0,tbd,Oxygen Interactive
Tomb Raider: Anniversary,PC,2007.0,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.03,83.0,8.1,Nixxes Software
Sengoku Basara: Sanada Yukimura-Den,PS4,2016.0,Action,Capcom,0.0,0.0,0.03,0.0,0.03,,,
Infamous: First Light,PS4,2014.0,Action,Sony Computer Entertainment,0.0,0.03,0.0,0.0,0.03,73.0,7.5,Sucker Punch
Tour de France 2014,PS4,2014.0,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03,53.0,5.1,Cyanide
Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS,2009.0,Role-Playing,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,,,
The Night of the Rabbit,PC,2013.0,Adventure,Daedalic Entertainment,0.0,0.03,0.0,0.0,0.03,75.0,7.5,Daedalic Entertainment
Tokyo Majin Gakuen: Kenfuuchou,DS,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,,,
Gothic Universe,PC,2007.0,Role-Playing,JoWood Productions,0.0,0.03,0.0,0.01,0.03,,7.9,DreamCatcher Interactive
Need for Speed (2015),PC,2016.0,Racing,Electronic Arts,0.0,0.03,0.0,0.0,0.03,,,
The Cursed Crusade,PC,2011.0,Action,DTP Entertainment,0.0,0.03,0.0,0.01,0.03,55.0,6,Kylotonn
Wangan Midnight,PS3,2007.0,Racing,Genki,0.0,0.0,0.03,0.0,0.03,,,
Suzumiya Haruhi no Tsuisou,PS3,2011.0,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,
Hitman: Blood Money,PC,2006.0,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.03,82.0,8.8,Io Interactive
Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,DS,2006.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,
Alpha Protocol,PC,2010.0,Role-Playing,Sega,0.0,0.03,0.0,0.01,0.03,72.0,7.5,Obsidian Entertainment
Atelier Firis: The Alchemist of the Mysterious Journey,PS4,2016.0,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS,2011.0,Role-Playing,Hudson Soft,0.0,0.0,0.03,0.0,0.03,,,
Hello Kitty: Roller Rescue,PC,2005.0,Action,Empire Interactive,0.0,0.03,0.0,0.0,0.03,,,
Living Legends: Frozen Beauty,PC,2014.0,Action,Big Fish Games,0.0,0.03,0.0,0.0,0.03,,tbd,Playrix Entertainment
Penguins of Madagascar,WiiU,2014.0,Action,Namco Bandai Games,0.01,0.02,0.0,0.0,0.03,,5.2,Little Orbit
Superstars V8 Racing,PS3,2009.0,Racing,Black Bean Games,0.0,0.02,0.0,0.01,0.03,66.0,4.9,Milestone S.r.l
Super Dodgeball Brawlers (jp sales),DS,2008.0,Sports,Arc System Works,0.0,0.0,0.03,0.0,0.03,,,
Crazy Chicken: Star Karts,DS,2008.0,Racing,Phenomedia,0.03,0.0,0.0,0.0,0.03,,tbd,MumboJumbo
K-On! After School Live!! HD Ver.,PS3,2012.0,Action,Sega,0.0,0.0,0.03,0.0,0.03,,,
Ukiyo no Shishi,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,
Shining Stars,DS,2008.0,Action,"Destination Software, Inc",0.03,0.0,0.0,0.0,0.03,,,
The Void,PC,2008.0,Adventure,Mamba Games,0.0,0.03,0.0,0.01,0.03,77.0,8.3,Ice-Pick Lodge
Might & Magic X: Legacy,PC,2014.0,Role-Playing,Ubisoft,0.0,0.03,0.0,0.0,0.03,,,
Emma at the Farm,DS,2008.0,Adventure,Aspyr,0.03,0.0,0.0,0.0,0.03,,tbd,Nobilis
Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,DS,2009.0,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,,,
Clannad,PS3,2011.0,Adventure,Prototype,0.0,0.0,0.03,0.0,0.03,,,
SBK 2011: FIM Superbike World Championship,PC,2011.0,Racing,Black Bean Games,0.0,0.03,0.0,0.01,0.03,,,
Let's Sing 2016,PS4,2015.0,Action,FuRyu Corporation,0.03,0.0,0.0,0.01,0.03,,tbd,Voxler
Dragon's Dogma Online,PS3,2015.0,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03,,,
Nancy Drew: Alibi In Ashes,PC,2011.0,Adventure,Her Interactive,0.03,0.0,0.0,0.0,0.03,,tbd,Her Interactive
Super Hero Generation,PS3,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,
River King: Mystic Valley (jp sales),DS,2007.0,Sports,Rising Star Games,0.0,0.0,0.03,0.0,0.03,,,
Atelier Sophie: The Alchemist of the Mysterious Book,PS3,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,
.hack: Sekai no Mukou ni + Versus,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,
F1 2016 (Codemasters),PC,2016.0,Racing,Codemasters,0.0,0.03,0.0,0.0,0.03,,,
Deus Ex: Mankind Divided,PC,2016.0,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03,83.0,6.1,"Eidos Montreal, Nixxes Software"
Prince of Persia: The Forgotten Sands,PC,2010.0,Action,Ubisoft,0.0,0.03,0.0,0.0,0.03,75.0,6.6,Ubisoft Montreal
Accel World: Ginyoku no Kakusei,PS3,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,
Turbo: Super Stunt Squad,DS,2013.0,Sports,D3Publisher,0.0,0.03,0.0,0.0,0.03,,tbd,Torus Games
Game of Thrones (Telltale),XOne,2015.0,Adventure,Telltale Games,0.03,0.0,0.0,0.0,0.03,,,
Vitamin X Evolution,DS,2008.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,
Midnight Mysteries: The Edgar Allan Poe Conspiracy,PC,2009.0,Adventure,GSP,0.0,0.03,0.0,0.01,0.03,,tbd,MumboJumbo
Arthur and the Invisibles,DS,2007.0,Adventure,Atari,0.03,0.0,0.0,0.0,0.03,,,
RACE On,PC,2009.0,Racing,bitComposer Games,0.0,0.03,0.0,0.01,0.03,73.0,8.2,SimBin
Summon Night 6: Lost Borders,PS4,2016.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,Media Vision
Silverlicious,DS,2012.0,Action,GameMill Entertainment,0.03,0.0,0.0,0.0,0.03,,tbd,CokeM Interactive
Song of the Deep,PC,2016.0,Action,Insomniac Games,0.03,0.0,0.0,0.0,0.03,73.0,6.3,Insomniac Games
The Binding of Isaac,PC,2012.0,Action,Unknown,0.0,0.03,0.0,0.0,0.03,84.0,8.3,"Edmund McMillen, Florian Himsl"
Castlevania: Lords of Shadow - Reverie,PS3,2011.0,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.01,0.03,,,
Tokyo Xanadu eX+,PS4,2016.0,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.03,0.0,0.03,,,
Overlord II,PC,2009.0,Action,Codemasters,0.0,0.03,0.0,0.0,0.03,79.0,8.1,Triumph Studios
River City Super Sports Challenge,DS,2010.0,Sports,Arc System Works,0.01,0.0,0.02,0.0,0.03,,tbd,Million
Underground Pool,DS,2007.0,Sports,UFO Interactive,0.03,0.0,0.0,0.0,0.03,40.0,tbd,FrontLine Studios
DiRT Rally,PC,2016.0,Racing,Codemasters,0.0,0.03,0.0,0.0,0.03,86.0,8.7,Codemasters
Trials Fusion,PC,2014.0,Racing,Ubisoft,0.0,0.03,0.0,0.0,0.03,80.0,6.8,RedLynx
SuperCar Challenge,PS3,2009.0,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.03,65.0,7.8,System 3
Prison Architect,PS4,2016.0,Action,Introversion Software,0.01,0.01,0.0,0.01,0.03,80.0,8,"Introversion, Double Eleven"
Hallowed Legends: Samhain,PC,2011.0,Adventure,Focus Home Interactive,0.0,0.03,0.0,0.01,0.03,,,
Dodge Racing: Charger vs Challenger,DS,2009.0,Racing,Zushi Games,0.03,0.0,0.0,0.0,0.03,,tbd,EM Studios
Biker Mice From Mars,DS,2007.0,Racing,Game Factory,0.03,0.0,0.0,0.0,0.03,,tbd,Full Fat
Pro Yakyuu Spirits 5 Kanzenban,PS3,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,
Hajime no Ippo: The Fighting! (2014),PS3,2014.0,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,
The Walking Dead: Season One,PC,2012.0,Adventure,Avanquest Software,0.0,0.03,0.0,0.01,0.03,,,
Top Gun: Hard Lock,PS3,2012.0,Action,505 Games,0.0,0.02,0.0,0.01,0.03,,7.8,505 Games
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,DS,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,,,
House M.D.,DS,2010.0,Adventure,Mindscape,0.02,0.0,0.0,0.0,0.03,,,Legacy Interactive
Super Heroine Chronicle,PS3,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,
Transformers: Devastation,PC,2015.0,Action,Activision,0.0,0.03,0.0,0.0,0.03,74.0,7.6,PlatinumGames
MotoGP 15,XOne,2015.0,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03,65.0,,Milestone S.r.l
The Golf Club,XOne,2014.0,Sports,Unknown,0.03,0.0,0.0,0.0,0.03,64.0,5.4,HB Studios Multimedia
Neverwinter Nights,PC,2002.0,Role-Playing,Atari,0.0,0.03,0.0,0.0,0.03,91.0,8.2,BioWare
The Voice,PS3,2014.0,Action,Activision,0.02,0.0,0.0,0.01,0.03,,tbd,Activision
Kekkaishi: Kokubourou Shuurai,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,
World Sports Competition,PS3,2009.0,Sports,Hudson Soft,0.02,0.0,0.0,0.01,0.03,,,
Shugo Chara! Amunonijiro Chara Change,DS,2008.0,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,
Tantei Jinguuji Saburo DS: Kienai Kokoro,DS,2008.0,Adventure,Arc System Works,0.0,0.0,0.03,0.0,0.03,,,
Worms: WMD,PS4,2016.0,Action,Sold Out,0.01,0.02,0.0,0.0,0.03,78.0,7.6,Team 17
Shaun White Skateboarding,PC,2010.0,Sports,Ubisoft,0.0,0.03,0.0,0.01,0.03,,7.3,Ubisoft Montreal
Ratatouille,PC,2007.0,Action,THQ,0.01,0.01,0.0,0.0,0.03,,7.9,Asobo Studio
Shin Sangoku Musou Online: Kamishou Ranbu,PS3,2010.0,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,
Guild Wars,PC,2005.0,Role-Playing,NCSoft,0.03,0.0,0.0,0.0,0.03,89.0,8.4,ArenaNet
Keshisasu-Kun: Battle Kas-tival,DS,2010.0,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,
DokiDoki Majo Shinpan! 2,DS,2008.0,Adventure,SNK Playmore,0.0,0.0,0.03,0.0,0.03,,,
Nacho Libre,DS,2006.0,Action,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,56.0,5.8,BudCat
Nettou! Powerful Koushien,DS,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,
Lux-Pain (JP sales),DS,2008.0,Adventure,Rising Star Games,0.0,0.0,0.03,0.0,0.03,,,
Away: Shuffle Dungeon,DS,2008.0,Role-Playing,Majesco Entertainment,0.02,0.0,0.0,0.0,0.03,65.0,tbd,"Mistwalker, Artoon"
Tokimeki Memorial Girl's Side 1st Love Plus,DS,2009.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,
The Inner World,PC,2013.0,Adventure,Headup Games,0.0,0.03,0.0,0.0,0.03,72.0,8.1,Headup Games
Code Geass: Hangyaku no Lelouch,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,
Terraria,WiiU,2016.0,Action,505 Games,0.0,0.03,0.0,0.0,0.03,,6.9,"Engine Software, Re-Logic"
Suzumiya Haruhi no Chokuretsu,DS,2009.0,Adventure,Sega,0.0,0.0,0.03,0.0,0.03,,,
Pet Alien: An Intergalactic Puzzlepalooza,DS,2007.0,Action,Game Factory,0.03,0.0,0.0,0.0,0.03,58.0,tbd,Shin'en
Valentino Rossi: The Game,XOne,2016.0,Racing,Namco Bandai Games,0.01,0.02,0.0,0.0,0.03,74.0,8.1,Milestone S.r.l
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,2009.0,Action,Takara Tomy,0.0,0.0,0.03,0.0,0.03,,,
Star Wars: The Force Unleashed II,PC,2010.0,Action,LucasArts,0.03,0.0,0.0,0.0,0.03,59.0,5.8,LucasArts
"Princess Natasha: Student, Secret Agent, Princess",DS,2006.0,Action,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03,,,
Harry Potter and the Half-Blood Prince,PC,2009.0,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.03,64.0,6.1,EA Bright Light
MapleStory DS,DS,2010.0,Role-Playing,Nexon,0.0,0.0,0.03,0.0,0.03,,,
Playmobil Top Agents,DS,2010.0,Action,JoWood Productions,0.0,0.03,0.0,0.0,0.03,,,Dreamcatcher
Pimp My Ride: Street Racing,DS,2009.0,Racing,Activision,0.03,0.0,0.0,0.0,0.03,,tbd,Virtuos
Bladestorm: Nightmare,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,7.4,Koei Tecmo Games
Drake & Josh: Talent Showdown,DS,2007.0,Adventure,THQ,0.03,0.0,0.0,0.0,0.03,,,
GTR Evolution,PC,2008.0,Racing,Atari,0.0,0.02,0.0,0.0,0.03,83.0,8.2,SimBin
Lords of the Fallen,PC,2014.0,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03,73.0,6.9,"City Interactive, Deck 13"
Nanashi no Game Me,DS,2009.0,Action,Square Enix,0.0,0.0,0.03,0.0,0.03,,,
NBA 2K13,PC,2012.0,Sports,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,90.0,6.8,Visual Concepts
Resident Evil 4,PC,2007.0,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03,76.0,7.4,Capcom
007: Quantum of Solace,PC,2008.0,Action,Activision,0.01,0.01,0.0,0.0,0.03,70.0,6.3,Treyarch
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,
Batman: A Telltale Game Series,XOne,2016.0,Adventure,Telltale Games,0.02,0.01,0.0,0.0,0.03,,4.3,Telltale Games
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,DS,2009.0,Adventure,Level 5,0.0,0.0,0.03,0.0,0.03,,,
Royal Palace of White Sword and The City of Gentiles,PC,2009.0,Role-Playing,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,,,
Winter Sports 3: The Great Tournament,PS3,2010.0,Sports,Tradewest,0.0,0.02,0.0,0.01,0.03,,,49Games
Handball 16,PS3,2015.0,Sports,Bigben Interactive,0.0,0.02,0.0,0.0,0.03,,tbd,EKO Software
LEGO Pirates of the Caribbean: The Video Game,PC,2011.0,Action,Disney Interactive Studios,0.03,0.0,0.0,0.0,0.03,73.0,6.6,Traveller's Tales
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,DS,2010.0,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,,,
Samurai Warriors: Sanada Maru,PS4,2016.0,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,Omega Force
The Great Mystery Hidden Object Package 5,PC,2015.0,Adventure,Rondomedia,0.0,0.03,0.0,0.0,0.03,,,
Star Trek: The Game,PC,2013.0,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.03,,,
Kung Fu Panda: Legendary Warriors,DS,2008.0,Action,Activision,0.02,0.0,0.0,0.0,0.03,73.0,tbd,Artificial Mind and Movement
LEGO Legends of Chima: Laval's Journey,DS,2013.0,Adventure,Unknown,0.0,0.03,0.0,0.0,0.03,,tbd,TT Games
Bleach DS 4th: Flame Bringer,DS,2009.0,Action,Sega,0.0,0.0,0.03,0.0,0.03,,,
Syberia,PC,2002.0,Action,Microids,0.0,0.02,0.0,0.0,0.03,82.0,8.5,Microids
Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,DS,2009.0,Adventure,Level 5,0.0,0.0,0.03,0.0,0.03,,,
Turn It Around,DS,2006.0,Action,505 Games,0.03,0.0,0.0,0.0,0.03,39.0,4.5,"Taito Corporation, 505 Games"
Jack Keane,PC,2008.0,Adventure,Kalypso Media,0.0,0.02,0.0,0.0,0.03,69.0,7,Legacy Interactive
Monsters vs. Aliens,PC,2009.0,Action,Activision,0.01,0.01,0.0,0.0,0.03,63.0,6.2,Beenox
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,2005.0,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,
Ride,PC,2015.0,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03,68.0,4.8,Milestone S.r.l
Safari Adventures: Africa,DS,2008.0,Adventure,Neko Entertainment,0.03,0.0,0.0,0.0,0.03,,tbd,Conspiracy Entertainment
The IdolM@ster: Gravure For You! Vol. 6,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,
Metal Saga: Hagane no Kisetsu,DS,2006.0,Role-Playing,Success,0.0,0.0,0.03,0.0,0.03,,,
LEGO Harry Potter: Years 1-4,PC,2010.0,Action,Warner Bros. Interactive Entertainment,0.02,0.01,0.0,0.0,0.03,79.0,7.9,Traveller's Tales
Samurai Warriors 2,PS3,2013.0,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,
Loading Human,PS4,2016.0,Adventure,FuRyu Corporation,0.01,0.01,0.0,0.0,0.03,,,
The Settlers II 10th Anniversary,PC,2006.0,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03,,,
The Last Guy,PS3,2009.0,Action,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,77.0,6.9,SCE Japan Studio
Botanicula,PC,2012.0,Adventure,Daedalic Entertainment,0.0,0.02,0.0,0.0,0.03,82.0,8.3,Amanita Design
MX vs. ATV Supercross,PS3,2014.0,Racing,Nordic Games,0.02,0.01,0.0,0.0,0.03,58.0,3.5,Nordic Games Publishing
